From,To,Operator,Distance,Duration,Bus Type,Departure,Arrival
Hampi,Hubli,Paulo,162,0:5:0,NAC Seater Sleeper,06:00:00 PM,11:00:00 PM
Kumbashi Anegudde,Uppoor,Sri Durgamba Travels,25,0:0:37,2+1 Seater-Sleeper Airbus,07:35:00 PM,08:12:00 PM
Kumbashi Anegudde,Kapu,Sri Durgamba Travels,50,0:1:15,2+1 Seater-Sleeper Airbus,07:35:00 PM,08:50:00 PM
Kumbashi Anegudde,Gadag,Sri Durgamba Travels,277,0:6:55,2+2 Pushback Luxury Seater,07:05:00 PM,02:00:00 AM
Kumbashi Anegudde,Calicut,Sri Durgamba Travels,370,0:9:15,2+2 Pushback Luxury Seater,04:45:00 PM,02:00:00 AM
Kumbashi Anegudde,Mabukala,Sri Durgamba Travels,20,0:0:30,2+1 Seater-Sleeper Airbus,07:35:00 PM,08:05:00 PM
Kumbashi Anegudde,Padubidre,Sri Durgamba Travels,57,0:1:25,2+1 Seater-Sleeper Airbus,07:35:00 PM,09:00:00 PM
Kumbashi Anegudde,Kottayam,Sri Durgamba Travels,610,0:15:15,2+2 Pushback Luxury Seater,04:45:00 PM,08:00:00 AM
Kumbashi Anegudde,Hubli,Sri Durgamba Travels,217,0:5:25,2+1 Seater-Sleeper Airbus,10:50:00 PM,04:15:00 AM
Kumbashi Anegudde,Hubli,Sri Durgamba Travels,237,0:5:55,2+2 Pushback Luxury Seater,07:05:00 PM,01:00:00 AM
Kumbashi Anegudde,Mangalore,Sri Durgamba Travels,97,0:2:25,2+1 Seater-Sleeper Airbus,07:35:00 PM,10:00:00 PM
Kumbashi Anegudde,KREC,Sri Durgamba Travels,73,0:1:50,2+1 Seater-Sleeper Airbus,07:35:00 PM,09:25:00 PM
Kumbashi Anegudde,Belgaum,Sri Durgamba Travels,277,0:6:55,2+1 Seater-Sleeper Airbus,10:50:00 PM,05:45:00 AM
Kumbashi Anegudde,Dharwad,Sri Durgamba Travels,237,0:5:55,2+1 Seater-Sleeper Airbus,10:50:00 PM,04:45:00 AM
Kumbashi Anegudde,Kulai,Sri Durgamba Travels,77,0:1:55,2+1 Seater-Sleeper Airbus,07:35:00 PM,09:30:00 PM
Kumbashi Anegudde,Bhramavar,Sri Durgamba Travels,24,0:0:36,2+1 Seater-Sleeper Airbus,07:35:00 PM,08:11:00 PM
Kumbashi Anegudde,Uchila,Sri Durgamba Travels,53,0:1:20,2+1 Seater-Sleeper Airbus,07:35:00 PM,08:55:00 PM
Kumbashi Anegudde,Bangalore,Sri Durgamba Travels,397,0:9:55,2+1 Seater-Sleeper Airbus,07:35:00 PM,05:30:00 AM
Kumbashi Anegudde,Bangalore,Sri Durgamba Travels,398,0:9:57,2+1NEW SEAT -SLEEPER AIR BUS,08:03:00 PM,06:00:00 AM
Kumbashi Anegudde,Bangalore,Sri Durgamba Travels,337,0:8:25,SLEEPER AIR BUS,09:35:00 PM,06:00:00 AM
Kumbashi Anegudde,Bangalore,Sri Durgamba Travels,355,0:8:52,2+1NEW SEAT -SLEEPER AIR BUS,09:08:00 PM,06:00:00 AM
Kumbashi Anegudde,Thrissur,Sri Durgamba Travels,450,0:11:15,2+2 Pushback Luxury Seater,04:45:00 PM,04:00:00 AM
Kumbashi Anegudde,Manipal,Sri Durgamba Travels,30,0:0:45,2+1 Seater-Sleeper Airbus,07:35:00 PM,08:20:00 PM
Kumbashi Anegudde,Kota,Sri Durgamba Travels,7,0:0:10,2+1 Seater-Sleeper Airbus,07:35:00 PM,07:45:00 PM
Kumbashi Anegudde,Udupi,Sri Durgamba Travels,37,0:0:55,2+1 Seater-Sleeper Airbus,07:35:00 PM,08:30:00 PM
Kumbashi Anegudde,Udyavara,Sri Durgamba Travels,43,0:1:5,2+1 Seater-Sleeper Airbus,07:35:00 PM,08:40:00 PM
Kumbashi Anegudde,Saligrama,Sri Durgamba Travels,7,0:0:11,2+1 Seater-Sleeper Airbus,07:35:00 PM,07:46:00 PM
Kumbashi Anegudde,Ernakulam,Sri Durgamba Travels,520,0:13:0,2+2 Pushback Luxury Seater,04:45:00 PM,05:45:00 AM
Devdurga,Bangalore,VRL,473,0:11:0,Sleeper / Seater(40/AB/N),05:45:00 PM,04:45:00 AM
Devdurga,Bangalore,Srs Travels (SRS Travels),473,0:11:0,"2+2, Air Suspension, Non-AC, Video",06:15:00 PM,05:15:00 AM
Lad Karanja,Pune,raj tour and travel,360,0:9:0,Non A/c,11:55:00 PM,08:55:00 AM
Lad Karanja,Pune,raj tour and travel-(2x1),440,0:11:0,A/c,10:30:00 PM,09:30:00 AM
Lad Karanja,Pune,raj tour and travel-(2x1) ganraj,375,0:9:23,A/c,09:00:00 PM,06:23:00 AM
Lad Karanja,Pune,raj tour and travel-(2x1),80,0:2:0,Non A/c,11:45:00 PM,01:45:00 AM
Lad Karanja,Pune,raj tour and travel,417,0:10:26,Volvo  A/c,11:30:00 PM,09:56:00 AM
Lad Karanja,Jalna,raj tour and travel-(2x1) ganraj,375,0:9:23,A/c,09:00:00 PM,06:23:00 AM
Lad Karanja,Aurangabad,sanjay travels,180,0:4:30,Non A/c,03:30:00 PM,08:00:00 PM
Lad Karanja,Aurangabad,raj tour and travel,417,0:10:26,Volvo  A/c,11:30:00 PM,09:56:00 AM
Lad Karanja,Aurangabad,raj tour and travel-(2x1),280,0:7:0,A/c,10:30:00 PM,05:30:00 AM
Lad Karanja,Aurangabad,raj tour and travel-(2x1) ganraj,375,0:9:23,A/c,09:00:00 PM,06:23:00 AM
Lad Karanja,Mehkar,raj tour and travel-(2x1) ganraj,375,0:9:23,A/c,09:00:00 PM,06:23:00 AM
Lad Karanja,Ahmednagar,raj tour and travel,240,0:6:0,Non A/c,11:55:00 PM,05:55:00 AM
Lad Karanja,Ahmednagar,raj tour and travel-(2x1),240,0:6:0,Non A/c,11:45:00 PM,05:45:00 AM
Lad Karanja,Ahmednagar,raj tour and travel-(2x1) ganraj,375,0:9:23,A/c,09:00:00 PM,06:23:00 AM
Lad Karanja,Ahmednagar,sanjay travels,300,0:7:30,Non A/c,03:30:00 PM,11:00:00 PM
Lad Karanja,Ahmednagar,raj tour and travel,417,0:10:26,Volvo  A/c,11:30:00 PM,09:56:00 AM
Lad Karanja,Ahmednagar,raj tour and travel-(2x1),320,0:8:0,A/c,10:30:00 PM,06:30:00 AM
Challakere,Hyderabad,SRE Travels,462,0:11:30,"2+2, Semi Sleeper, Non-AC,",07:00:00 PM,06:30:00 AM
Challakere,Kurnool,SRE Travels,252,0:7:45,"2+2, Semi Sleeper, Non-AC,",07:00:00 PM,02:45:00 AM
Sangamner,Sendhwa,Hans Travels Indore-,322,0:7:10,Volvo  A/c,10:00:00 PM,05:10:00 AM
Sangamner,Julwania,Hans Travels Indore-,347,0:7:40,Volvo  A/c,10:00:00 PM,05:40:00 AM
Sangamner,Indore,Hans Travels Indore-,475,0:11:25,Volvo  A/c,10:00:00 PM,09:25:00 AM
Sangamner,Pithampur,Hans Travels Indore-,458,0:10:25,Volvo  A/c,10:00:00 PM,08:25:00 AM
Sangamner,Pune,Neeta Tours and Travels,142,0:3:30,Mercedes Benz Multi Axle Semi Sleeper A/C,01:00:00 AM,04:30:00 AM
Sangamner,Pune,Neeta Tours and Travels,142,0:3:30,Mercedes Benz Multi Axle Semi Sleeper A/C,07:30:00 AM,11:00:00 AM
Sangamner,Pune,Neeta Tours and Travels,142,0:3:30,Mercedes Benz Multi Axle Semi Sleeper A/C,04:00:00 PM,07:30:00 PM
Sangamner,Pune,Neeta Tours and Travels,142,0:3:30,B9R Multi-Axle Semi Sleeper Volvo A/C,09:00:00 AM,12:30:00 PM
Sangamner,Pune,Neeta Tours and Travels,142,0:3:30,Mercedes Benz Multi Axle Semi Sleeper A/C,06:30:00 PM,10:00:00 PM
Sangamner,Mumbai,Dolphin Travel House,233,0:4:45,Luxury,09:45:00 PM,02:30:00 AM
Sangamner,Mumbai,Dolphin Travel House,233,0:6:45,Luxury,10:15:00 PM,05:00:00 AM
Sangamner,Khalghat,Hans Travels Indore-,390,0:8:30,Volvo  A/c,10:00:00 PM,06:30:00 AM
Sangamner,Mhow,Hans Travels Indore-,452,0:10:40,Volvo  A/c,10:00:00 PM,08:40:00 AM
Sangamner,Dhamnod,Hans Travels Indore-,398,0:9:20,Volvo  A/c,10:00:00 PM,07:20:00 AM
Shirdi,Gangapur,shreenath travellers,781,0:20:0,Non A/c,11:30:00 AM,07:30:00 AM
Shirdi,Aurangabad,saini travels pvt.ltd.-simba passion-2x1,107,0:2:20,A/c,06:40:00 PM,09:00:00 PM
Shirdi,Aurangabad,saini travels pvt.ltd.,107,0:2:20,A/c,06:40:00 PM,09:00:00 PM
Shirdi,Aurangabad,saini travels pvt.ltd.,107,0:2:20,A/c,07:00:00 PM,09:20:00 PM
Shirdi,Aurangabad,saini travels pvt.ltd.-simba passion-2x1,107,0:2:15,A/c,08:00:00 PM,10:15:00 PM
Shirdi,Aurangabad,saini travels pvt.ltd.,107,0:2:20,A/c,06:00:00 PM,08:20:00 PM
Shirdi,Baroda,Patel Tours & Travels,431,0:9:0,Luxury,07:30:00 PM,04:30:00 AM
Shirdi,Baroda,Patel Tours & Travels,431,0:8:30,Luxury A/C,06:25:00 PM,02:55:00 AM
Shirdi,Baroda,shrinath travel agency-brand new lcd coach,431,0:9:0,A/c,06:00:00 PM,03:00:00 AM
Shirdi,Baroda,shreenath travellers,431,0:11:0,Non A/c,11:30:00 AM,10:30:00 PM
Shirdi,Baroda,Gujarat Travels-,431,0:12:30,A/c,06:00:00 PM,06:30:00 AM
Shirdi,Baroda,Gujarat Travels-Premium lcd coach,431,0:12:0,A/c,06:30:00 PM,06:30:00 AM
Shirdi,Baroda,SHREE HARI TRAVELS,431,0:11:0,A/c,05:50:00 PM,04:50:00 AM
Shirdi,Baroda,shree vijay maitreya travels line p. ltd,431,0:10:47,A/c,07:30:00 PM,06:17:00 AM
Shirdi,Baroda,shree vijay maitreya travels line p. ltd,431,0:10:47,A/c,07:00:00 PM,05:47:00 AM
Shirdi,Baroda,Speedlink Travel Services,431,0:9:30,Ordinary A/C,06:00:00 PM,03:30:00 AM
Shirdi,Baroda,shrinath travel agency-brand new lcd coach,431,0:10:30,A/c,07:30:00 PM,06:00:00 AM
Shirdi,Baroda,shree vijay maitreya travels line p. ltd-new brand l.c.d coc,431,0:10:47,A/c,06:00:00 PM,04:47:00 AM
Shirdi,Baroda,Royal Express,431,0:10:0,Luxury A/C,06:00:00 PM,04:00:00 AM
Shirdi,Baroda,Royal Express,431,0:10:0,Luxury A/C,07:00:00 PM,05:00:00 AM
Shirdi,Baroda,Deep Travels (Ahmedabad)-,431,0:7:30,A/c,07:00:00 PM,02:30:00 AM
Shirdi,Baroda,SHREE HARI TRAVELS,431,0:11:0,A/c,06:30:00 PM,05:30:00 AM
Shirdi,Malegaon,shrinath travel agency-brand new lcd coach,80,0:2:0,A/c,07:30:00 PM,09:30:00 PM
Shirdi,Kakroli,shreenath travellers,783,0:19:0,Non A/c,11:30:00 AM,06:30:00 AM
Shirdi,Bardoli,King Travels-,276,0:8:15,Non A/c,07:30:00 PM,03:45:00 AM
Shirdi,Bhilwara,shreenath travellers,737,0:21:0,Non A/c,11:30:00 AM,08:30:00 AM
Shirdi,Songadh,King Travels-,252,0:6:45,Non A/c,07:30:00 PM,02:15:00 AM
Shirdi,GoaMadgaon,Neeta Tours and Travels,628,0:15:30,B9R Multi-Axle Semi Sleeper Volvo A/C,03:00:00 PM,06:30:00 AM
Shirdi,Dhulia,shrinath travel agency-brand new lcd coach,143,0:3:30,A/c,07:30:00 PM,11:00:00 PM
Shirdi,Sinner,Shree Patel Travels,40,0:1:0,Non A/c,08:00:00 PM,09:00:00 PM
Shirdi,Ahmedabad,Speedlink Travel Services,550,0:12:0,Ordinary A/C,06:00:00 PM,06:00:00 AM
Shirdi,Ahmedabad,shree vijay maitreya travels line p. ltd,550,0:13:45,A/c,07:30:00 PM,09:15:00 AM
Shirdi,Ahmedabad,Deep Travels (Ahmedabad)-,550,0:10:0,A/c,07:00:00 PM,05:00:00 AM
Shirdi,Ahmedabad,Royal Express,550,0:12:0,Luxury A/C,06:00:00 PM,06:00:00 AM
Shirdi,Ahmedabad,shrinath travel agency-brand new lcd coach,550,0:11:30,A/c,06:00:00 PM,05:30:00 AM
Shirdi,Ahmedabad,Patel Tours & Travels,550,0:12:0,Luxury A/C,06:25:00 PM,06:25:00 AM
Shirdi,Ahmedabad,SHREE HARI TRAVELS,550,0:14:0,A/c,06:30:00 PM,08:30:00 AM
Shirdi,Ahmedabad,raj express,550,0:10:0,Volvo  A/c,07:00:00 PM,05:00:00 AM
Shirdi,Ahmedabad,shree vijay maitreya travels line p. ltd,550,0:13:0,A/c,07:00:00 PM,08:00:00 AM
Shirdi,Ahmedabad,Gujarat Travels-,550,0:14:30,A/c,06:00:00 PM,08:30:00 AM
Shirdi,Ahmedabad,shree vijay maitreya travels line p. ltd-new brand l.c.d coc,550,0:13:45,A/c,06:00:00 PM,07:45:00 AM
Shirdi,Ahmedabad,shrinath travel agency-brand new lcd coach,550,0:12:30,A/c,07:30:00 PM,08:00:00 AM
Shirdi,Ahmedabad,SHREE HARI TRAVELS,550,0:14:0,A/c,05:50:00 PM,07:50:00 AM
Shirdi,Ahmedabad,Patel Tours & Travels,550,0:11:0,Luxury,07:30:00 PM,06:30:00 AM
Shirdi,Ahmedabad,Royal Express,550,0:12:30,Luxury A/C,07:00:00 PM,07:30:00 AM
Shirdi,Ahmedabad,Gujarat Travels-Premium lcd coach,550,0:13:30,A/c,06:30:00 PM,08:00:00 AM
Shirdi,GoaMapusa,Neeta Tours and Travels,628,0:14:30,B9R Multi-Axle Semi Sleeper Volvo A/C,03:00:00 PM,05:30:00 AM
Shirdi,Karanja,saini travels pvt.ltd.,320,0:8:0,A/c,07:00:00 PM,03:00:00 AM
Shirdi,Karanja,saini travels pvt.ltd.-simba passion-2x1,320,0:8:0,A/c,06:40:00 PM,02:40:00 AM
Shirdi,Karanja,saini travels pvt.ltd.,320,0:8:0,A/c,06:00:00 PM,02:00:00 AM
Shirdi,Karanja,saini travels pvt.ltd.,320,0:8:0,A/c,06:40:00 PM,02:40:00 AM
Shirdi,Vapi,shreenath travellers,219,0:6:40,Non A/c,02:00:00 PM,08:40:00 PM
Shirdi,Vapi,shreenath travellers,219,0:6:40,Non A/c,01:00:00 PM,07:40:00 PM
Shirdi,Vapi,shreenath travellers,219,0:6:40,Non A/c,11:00:00 PM,05:40:00 AM
Shirdi,Vapi,shreenath travellers,219,0:6:40,Non A/c,08:30:00 PM,03:10:00 AM
Shirdi,Vapi,shreenath travellers,219,0:6:40,Non A/c,12:00:00 PM,06:40:00 PM
Shirdi,Vapi,shreenath travellers,219,0:6:40,Non A/c,08:35:00 PM,03:15:00 AM
Shirdi,Vapi,shreenath travellers,219,0:6:40,Non A/c,10:30:00 AM,05:10:00 PM
Shirdi,Vapi,shreenath travellers,219,0:6:40,Non A/c,08:00:00 PM,02:40:00 AM
Shirdi,Vapi,shreenath travellers,219,0:6:40,Non A/c,09:05:00 PM,03:45:00 AM
Shirdi,Vapi,shreenath travellers,219,0:7:0,Non A/c,11:30:00 AM,06:30:00 PM
Shirdi,Jalna,saini travels pvt.ltd.,166,0:3:45,A/c,06:40:00 PM,10:25:00 PM
Shirdi,Jalna,saini travels pvt.ltd.-simba passion-2x1,166,0:3:45,A/c,08:00:00 PM,11:45:00 PM
Shirdi,Jalna,saini travels pvt.ltd.,166,0:3:45,A/c,07:00:00 PM,10:45:00 PM
Shirdi,Jalna,saini travels pvt.ltd.,166,0:3:45,A/c,06:00:00 PM,09:45:00 PM
Shirdi,Jalna,saini travels pvt.ltd.-simba passion-2x1,166,0:3:45,A/c,06:40:00 PM,10:25:00 PM
Shirdi,Yeola,shrinath travel agency-brand new lcd coach,30,0:1:0,A/c,07:30:00 PM,08:30:00 PM
Shirdi,Khamgaon,saini travels pvt.ltd.-simba passion-2x1,364,0:5:30,A/c,08:00:00 PM,01:30:00 AM
Shirdi,Khalghat,Hans Travels Indore-,314,0:6:45,Non A/c,11:50:00 PM,06:35:00 AM
Shirdi,Khalghat,Hans Travels Indore-,314,0:6:45,A/c,11:00:00 PM,05:45:00 AM
Shirdi,Khalghat,Hans Travels Indore-,314,0:7:20,A/c,09:35:00 PM,04:55:00 AM
Shirdi,Khalghat,Hans Travels Indore-NON-STOP,314,0:5:40,Volvo  A/c,01:30:00 AM,07:10:00 AM
Shirdi,Khalghat,Hans Travels Indore-,314,0:6:45,Non A/c,02:20:00 AM,09:05:00 AM
Shirdi,Khalghat,Hans Travels Indore-,314,0:6:45,Volvo  A/c,12:00:00 AM,06:45:00 AM
Shirdi,Mehkar,saini travels pvt.ltd.,252,0:6:15,A/c,06:00:00 PM,12:15:00 AM
Shirdi,Mehkar,saini travels pvt.ltd.,252,0:6:15,A/c,06:40:00 PM,12:55:00 AM
Shirdi,Mehkar,saini travels pvt.ltd.,252,0:6:15,A/c,07:00:00 PM,01:15:00 AM
Shirdi,Mehkar,saini travels pvt.ltd.-simba passion-2x1,252,0:6:15,A/c,06:40:00 PM,12:55:00 AM
Shirdi,Udaipur,shreenath travellers,700,0:17:30,Non A/c,11:30:00 AM,05:00:00 AM
Shirdi,Navsari,shreenath travellers,267,0:7:30,Non A/c,08:00:00 PM,03:30:00 AM
Shirdi,Navsari,shreenath travellers,267,0:7:30,Non A/c,09:05:00 PM,04:35:00 AM
Shirdi,Navsari,shreenath travellers,267,0:7:30,Non A/c,08:35:00 PM,04:05:00 AM
Shirdi,Navsari,shreenath travellers,267,0:9:0,Non A/c,11:30:00 PM,08:30:00 AM
Shirdi,Navsari,shreenath travellers,267,0:7:30,Non A/c,11:00:00 PM,06:30:00 AM
Shirdi,Navsari,shreenath travellers,267,0:7:30,Non A/c,12:00:00 PM,07:30:00 PM
Shirdi,Navsari,shreenath travellers,267,0:9:0,Non A/c,10:30:00 PM,07:30:00 AM
Shirdi,Navsari,shreenath travellers,267,0:8:30,Non A/c,09:00:00 PM,05:30:00 AM
Shirdi,Navsari,shreenath travellers,267,0:7:30,Non A/c,08:30:00 PM,04:00:00 AM
Shirdi,Navsari,King Travels-,267,0:7:50,Non A/c,09:30:00 PM,05:20:00 AM
Shirdi,Navsari,shreenath travellers,267,0:8:45,Non A/c,11:30:00 AM,08:15:00 PM
Shirdi,Navsari,shreenath travellers,267,0:9:0,Non A/c,09:30:00 PM,06:30:00 AM
Shirdi,Navsari,shreenath travellers,267,0:9:0,Non A/c,02:00:00 PM,11:00:00 PM
Shirdi,Navsari,shreenath travellers,267,0:9:0,A/c,08:05:00 PM,05:05:00 AM
Shirdi,Navsari,shreenath travellers,267,0:9:0,A/c,09:10:00 PM,06:10:00 AM
Shirdi,Navsari,shreenath travellers,267,0:7:30,Non A/c,10:30:00 AM,06:00:00 PM
Shirdi,Navsari,shreenath travellers,267,0:7:30,Non A/c,11:00:00 AM,06:30:00 PM
Shirdi,Navsari,shreenath travellers,267,0:9:0,Non A/c,01:00:00 PM,10:00:00 PM
Shirdi,Navsari,shreenath travellers,267,0:7:30,Non A/c,10:05:00 PM,05:35:00 AM
Shirdi,Navsari,King Travels-,267,0:7:50,A/c,01:00:00 PM,08:50:00 PM
Shirdi,Navsari,shreenath travellers,267,0:7:30,Non A/c,10:15:00 PM,05:45:00 AM
Shirdi,Chitradurga,Konduskarsr Travels,826,0:15:30,"2+2, Mercedes Benz Multi Axle/Semi-Sleeper, AC, Video",01:00:00 PM,04:30:00 AM
Shirdi,Chitradurga,VRL,826,0:20:39,Sleeper / Seater(40/AB/N),05:00:00 PM,05:00:00 PM
Shirdi,Manmad,shrinath travel agency-brand new lcd coach,55,0:1:30,A/c,07:30:00 PM,09:00:00 PM
Shirdi,Surat,shreenath travellers,307,0:10:0,Non A/c,09:30:00 PM,07:30:00 AM
Shirdi,Surat,shreenath travellers,307,0:8:0,Non A/c,08:30:00 PM,04:30:00 AM
Shirdi,Surat,shreenath travellers,307,0:8:0,Non A/c,10:30:00 AM,06:30:00 PM
Shirdi,Surat,shreenath travellers,307,0:10:0,Non A/c,02:00:00 PM,12:00:00 AM
Shirdi,Surat,shreenath travellers,307,0:10:0,Non A/c,01:00:00 PM,11:00:00 PM
Shirdi,Surat,King Travels-,307,0:8:30,Non A/c,09:30:00 PM,06:00:00 AM
Shirdi,Surat,shreenath travellers,307,0:10:0,Non A/c,10:30:00 PM,08:30:00 AM
Shirdi,Surat,shreenath travellers,307,0:8:0,Non A/c,11:00:00 AM,07:00:00 PM
Shirdi,Surat,shreenath travellers,307,0:8:0,Non A/c,11:00:00 PM,07:00:00 AM
Shirdi,Surat,shreenath travellers,307,0:10:0,A/c,09:10:00 PM,07:10:00 AM
Shirdi,Surat,shreenath travellers,307,0:8:0,Non A/c,10:15:00 PM,06:15:00 AM
Shirdi,Surat,shreenath travellers,307,0:8:0,Non A/c,12:00:00 PM,08:00:00 PM
Shirdi,Surat,shreenath travellers,307,0:8:0,Non A/c,09:05:00 PM,05:05:00 AM
Shirdi,Surat,King Travels-,307,0:9:15,Non A/c,07:30:00 PM,04:45:00 AM
Shirdi,Surat,shreenath travellers,307,0:10:0,A/c,08:05:00 PM,06:05:00 AM
Shirdi,Surat,R R Travels-,307,0:8:5,Non A/c,08:30:00 PM,04:35:00 AM
Shirdi,Surat,shrinath travel agency-brand new lcd coach,307,0:7:41,A/c,07:30:00 PM,03:11:00 AM
Shirdi,Surat,shreenath travellers,307,0:10:0,Non A/c,11:30:00 AM,09:30:00 PM
Shirdi,Surat,shreenath travellers,307,0:9:0,Non A/c,09:00:00 PM,06:00:00 AM
Shirdi,Surat,shreenath travellers,307,0:8:0,Non A/c,08:00:00 PM,04:00:00 AM
Shirdi,Surat,shreenath travellers,307,0:8:0,Non A/c,08:35:00 PM,04:35:00 AM
Shirdi,Surat,shreenath travellers,307,0:10:0,Non A/c,11:30:00 PM,09:30:00 AM
Shirdi,Surat,King Travels-,307,0:8:30,A/c,01:00:00 PM,09:30:00 PM
Shirdi,Surat,shreenath travellers,307,0:8:0,Non A/c,10:05:00 PM,06:05:00 AM
Shirdi,Bangalore,Konduskarsr Travels,1037,0:18:30,"2+2, Mercedes Benz Multi Axle/Semi-Sleeper, AC, Video",01:00:00 PM,07:30:00 AM
Shirdi,Bangalore,VRL,1037,0:22:0,Sleeper / Seater(40/AB/N),05:00:00 PM,03:00:00 PM
Shirdi,Bangalore,VRL,1037,0:22:0,Multi-Axle VOLVO A/c Semi Sleeper,03:00:00 PM,01:00:00 PM
Shirdi,Bangalore,Konduskar Travels Pvt. Ltd.-,1037,0:17:55,Volvo  A/c,01:00:00 PM,06:55:00 AM
Shirdi,Vyara,King Travels-,253,0:7:15,Non A/c,07:30:00 PM,02:45:00 AM
Shirdi,Nagpur,saini travels pvt.ltd.,659,0:13:0,A/c,07:00:00 PM,08:00:00 AM
Shirdi,Nagpur,saini travels pvt.ltd.-simba passion-2x1,659,0:13:0,A/c,06:40:00 PM,07:40:00 AM
Shirdi,Nagpur,saini travels pvt.ltd.-simba passion-2x1,659,0:11:30,A/c,08:00:00 PM,07:30:00 AM
Shirdi,Nagpur,saini travels pvt.ltd.,659,0:13:0,A/c,06:40:00 PM,07:40:00 AM
Shirdi,Nagpur,saini travels pvt.ltd.,659,0:13:0,A/c,06:00:00 PM,07:00:00 AM
Shirdi,Hubli,VRL,616,0:13:0,Sleeper / Seater(40/AB/N),05:00:00 PM,06:00:00 AM
Shirdi,Hubli,VRL,616,0:13:0,Multi-Axle VOLVO A/c Semi Sleeper,03:00:00 PM,04:00:00 AM
Shirdi,Dhamnod,Hans Travels Indore-,322,0:7:0,Non A/c,11:50:00 PM,06:50:00 AM
Shirdi,Dhamnod,Hans Travels Indore-,322,0:7:0,Non A/c,02:20:00 AM,09:20:00 AM
Shirdi,Dhamnod,Hans Travels Indore-,322,0:7:0,A/c,11:00:00 PM,06:00:00 AM
Shirdi,Dhamnod,Hans Travels Indore-,322,0:8:50,Non A/c,09:00:00 PM,05:50:00 AM
Shirdi,Dhamnod,Hans Travels Indore-,322,0:7:35,A/c,09:35:00 PM,05:10:00 AM
Shirdi,Dhamnod,Hans Travels Indore-,322,0:7:0,Volvo  A/c,12:00:00 AM,07:00:00 AM
Shirdi,Dhamnod,Hans Travels Indore-NON-STOP,322,0:5:50,Volvo  A/c,01:30:00 AM,07:20:00 AM
Shirdi,Nipani,Konduskar Travels Pvt. Ltd.-,455,0:10:5,Volvo  A/c,01:00:00 PM,11:05:00 PM
Shirdi,HimmatNagar,shreenath travellers,615,0:14:0,Non A/c,11:30:00 AM,01:30:00 AM
Shirdi,Sendhwa,Hans Travels Indore-,246,0:5:25,Non A/c,02:20:00 AM,07:45:00 AM
Shirdi,Sendhwa,Hans Travels Indore-,246,0:5:25,Non A/c,11:50:00 PM,05:15:00 AM
Shirdi,Sendhwa,Hans Travels Indore-,246,0:5:25,A/c,11:00:00 PM,04:25:00 AM
Shirdi,Sendhwa,Hans Travels Indore-,246,0:6:0,A/c,09:35:00 PM,03:35:00 AM
Shirdi,Sendhwa,Hans Travels Indore-,246,0:5:30,Non A/c,09:00:00 PM,02:30:00 AM
Shirdi,Sendhwa,raj tour and travel-sai chatra 2x1 lcd,246,0:6:30,A/c,11:30:00 PM,06:00:00 AM
Shirdi,Sendhwa,Hans Travels Indore-NON-STOP,246,0:4:30,Volvo  A/c,01:30:00 AM,06:00:00 AM
Shirdi,Sendhwa,Hans Travels Indore-,246,0:5:25,Volvo  A/c,12:00:00 AM,05:25:00 AM
Shirdi,Mhow,raj tour and travel-sai chatra 2x1 lcd,376,0:8:0,A/c,11:30:00 PM,07:30:00 AM
Shirdi,Mhow,Hans Travels Indore-,376,0:8:15,Non A/c,02:20:00 AM,10:35:00 AM
Shirdi,Mhow,Raj ratan travels,376,0:9:0,A/c,11:55:00 PM,08:55:00 AM
Shirdi,Mhow,Hans Travels Indore-,376,0:10:0,Non A/c,09:00:00 PM,07:00:00 AM
Shirdi,Mhow,Hans Travels Indore-,376,0:8:15,Non A/c,11:50:00 PM,08:05:00 AM
Shirdi,Mhow,Hans Travels Indore-,376,0:8:15,A/c,11:00:00 PM,07:15:00 AM
Shirdi,Mhow,Hans Travels Indore-,376,0:8:50,A/c,09:35:00 PM,06:25:00 AM
Shirdi,Mhow,Hans Travels Indore-,376,0:8:15,Volvo  A/c,12:00:00 AM,08:15:00 AM
Shirdi,Mhow,Raj ratan travels,376,0:9:0,Volvo  A/c,11:25:00 PM,08:25:00 AM
Shirdi,Goa,Neeta Tours and Travels,628,0:15:30,B9R Multi-Axle Semi Sleeper Volvo A/C,03:00:00 PM,06:30:00 AM
Shirdi,Julwaniya,raj tour and travel-sai chatra 2x1 lcd,280,0:7:0,A/c,11:30:00 PM,06:30:00 AM
Shirdi,Anand,shree vijay maitreya travels line p. ltd,479,0:11:59,A/c,07:00:00 PM,06:59:00 AM
Shirdi,Anand,shrinath travel agency-brand new lcd coach,479,0:9:30,A/c,06:00:00 PM,03:30:00 AM
Shirdi,Anand,Shree Vijay Maitreya Travels Line P. Ltd,479,0:11:59,A/c,06:00:00 PM,05:59:00 AM
Shirdi,Anand,shree vijay maitreya travels line p. ltd-new brand l.c.d coc,479,0:11:59,A/c,06:00:00 PM,05:59:00 AM
Shirdi,Anand,shree vijay maitreya travels line p. ltd,479,0:11:59,A/c,07:30:00 PM,07:29:00 AM
Shirdi,Anand,shrinath travel agency-brand new lcd coach,479,0:11:0,A/c,07:30:00 PM,06:30:00 AM
Shirdi,Anand,Speedlink Travel Services,479,0:10:30,Ordinary A/C,06:00:00 PM,04:30:00 AM
