From,To,Operator,Distance,Duration,Bus Type,Departure,Arrival
Shirdi,Satara,Neeta Tours and Travels,295,0:8:55,B9R Multi-Axle Semi Sleeper Volvo A/C,03:00:00 PM,11:55:00 PM
Shirdi,Nasik,shreenath travellers,80,0:2:0,Non A/c,09:05:00 PM,11:05:00 PM
Shirdi,Nasik,shreenath travellers,80,0:2:0,Non A/c,08:00:00 PM,10:00:00 PM
Shirdi,Nasik,shreenath travellers,120,0:3:0,Non A/c,11:30:00 PM,02:30:00 AM
Shirdi,Nasik,Patel Tours & Travels,80,0:2:0,Luxury,07:30:00 PM,09:30:00 PM
Shirdi,Nasik,shreenath travellers,70,0:1:45,Non A/c,10:15:00 PM,12:00:00 AM
Shirdi,Nasik,shreenath travellers,120,0:3:0,A/c,08:05:00 PM,11:05:00 PM
Shirdi,Nasik,Neeta Tours and Travels,100,0:2:30,Mercedes Benz Multi Axle Semi Sleeper A/C,01:00:00 PM,03:30:00 PM
Shirdi,Nasik,shree vijay maitreya travels line p. ltd,80,0:2:0,A/c,07:30:00 PM,09:30:00 PM
Shirdi,Nasik,Dolphin Travel House,80,0:2:0,Luxury,12:30:00 PM,02:30:00 PM
Shirdi,Nasik,shreenath travellers,120,0:3:0,Non A/c,09:30:00 PM,12:30:00 AM
Shirdi,Nasik,Neeta Tours and Travels,100,0:2:30,Luxury,04:30:00 PM,07:00:00 PM
Shirdi,Nasik,Dolphin Travel House,80,0:2:0,Luxury,08:30:00 AM,10:30:00 AM
Shirdi,Nasik,Dolphin Travel House,100,0:2:30,Luxury,03:30:00 PM,06:00:00 PM
Shirdi,Nasik,Neeta Tours and Travels,140,0:3:30,Luxury,12:30:00 PM,04:00:00 PM
Shirdi,Nasik,shreenath travellers,80,0:2:0,Non A/c,12:00:00 PM,02:00:00 PM
Shirdi,Nasik,Neeta Tours and Travels,100,0:2:30,Mercedes Benz Multi Axle Semi Sleeper A/C,03:00:00 PM,05:30:00 PM
Shirdi,Nasik,shreenath travellers,70,0:1:45,Non A/c,10:05:00 PM,11:50:00 PM
Shirdi,Nasik,Dolphin Travel House,80,0:2:0,Luxury,09:30:00 AM,11:30:00 AM
Shirdi,Nasik,Neeta Tours and Travels,120,0:3:0,Mercedes Benz Multi Axle Semi Sleeper A/C,12:00:00 PM,03:00:00 PM
Shirdi,Nasik,shreenath travellers,80,0:2:0,Non A/c,10:30:00 AM,12:30:00 PM
Shirdi,Nasik,Neeta Tours and Travels,100,0:2:30,Mercedes Benz Multi Axle Semi Sleeper A/C,11:00:00 AM,01:30:00 PM
Shirdi,Nasik,shreenath travellers,80,0:2:0,Non A/c,08:30:00 PM,10:30:00 PM
Shirdi,Nasik,shreenath travellers,120,0:3:0,Non A/c,02:00:00 PM,05:00:00 PM
Shirdi,Nasik,raj express,80,0:2:0,Volvo  A/c,07:00:00 PM,09:00:00 PM
Shirdi,Nasik,shreenath travellers,60,0:1:30,Non A/c,11:00:00 AM,12:30:00 PM
Shirdi,Nasik,Royal Express,60,0:1:30,Luxury A/C,06:00:00 PM,07:30:00 PM
Shirdi,Nasik,shreenath travellers,80,0:2:0,Non A/c,11:00:00 PM,01:00:00 AM
Shirdi,Nasik,Neeta Tours and Travels,100,0:2:30,Mercedes Benz Multi Axle Semi Sleeper A/C,05:00:00 PM,07:30:00 PM
Shirdi,Nasik,shreenath travellers,80,0:2:0,Non A/c,08:35:00 PM,10:35:00 PM
Shirdi,Nasik,Royal Express,60,0:1:30,Luxury A/C,07:00:00 PM,08:30:00 PM
Shirdi,Nasik,Dolphin Travel House,80,0:2:0,Luxury,02:00:00 PM,04:00:00 PM
Shirdi,Nasik,Neeta Tours and Travels,100,0:2:30,Mercedes Benz Multi Axle Semi Sleeper A/C,04:00:00 PM,06:30:00 PM
Shirdi,Nasik,shreenath travellers,120,0:3:0,A/c,09:10:00 PM,12:10:00 AM
Shirdi,Nasik,Neeta Tours and Travels,100,0:2:30,Mercedes Benz Multi Axle Semi Sleeper A/C,02:00:00 PM,04:30:00 PM
Shirdi,Nasik,shreenath travellers,120,0:3:0,Non A/c,10:30:00 PM,01:30:00 AM
Shirdi,Nasik,Dolphin Travel House,80,0:2:0,Luxury,03:00:00 PM,05:00:00 PM
Shirdi,Nasik,Dolphin Travel House,80,0:2:0,Luxury,10:00:00 PM,12:00:00 AM
Shirdi,Nasik,Dolphin Travel House,130,0:3:15,Luxury,08:00:00 PM,11:15:00 PM
Shirdi,Nasik,shree vijay maitreya travels line p. ltd,80,0:2:0,A/c,07:00:00 PM,09:00:00 PM
Shirdi,Nasik,shreenath travellers,80,0:2:0,Non A/c,11:30:00 AM,01:30:00 PM
Shirdi,Nasik,shreenath travellers,120,0:3:0,Non A/c,09:00:00 PM,12:00:00 AM
Shirdi,Nasik,Neeta Tours and Travels,80,0:2:0,Mercedes Benz Multi Axle Semi Sleeper A/C,08:00:00 PM,10:00:00 PM
Shirdi,Nasik,Neeta Tours and Travels,100,0:2:30,Mercedes Benz Multi Axle Semi Sleeper A/C,09:00:00 AM,11:30:00 AM
Shirdi,Nasik,Dolphin Travel House,80,0:2:0,Luxury A/C,04:00:00 PM,06:00:00 PM
Shirdi,Nasik,Shree Patel Travels,80,0:2:0,Non A/c,08:00:00 PM,10:00:00 PM
Shirdi,Nasik,shrinath travel agency-brand new lcd coach,100,0:2:30,A/c,06:00:00 PM,08:30:00 PM
Shirdi,Nasik,shreenath travellers,120,0:3:0,Non A/c,01:00:00 PM,04:00:00 PM
Shirdi,Nasik,shree vijay maitreya travels line p. ltd-new brand l.c.d coc,80,0:2:0,A/c,06:00:00 PM,08:00:00 PM
Shirdi,Bharuch,Speedlink Travel Services,354,0:8:0,Ordinary A/C,06:00:00 PM,02:00:00 AM
Shirdi,Bharuch,Gujarat Travels-Premium lcd coach,354,0:10:0,A/c,06:30:00 PM,04:30:00 AM
Shirdi,Bharuch,shreenath travellers,354,0:11:0,Non A/c,11:30:00 AM,10:30:00 PM
Shirdi,Bharuch,Patel Tours & Travels,354,0:7:0,Luxury,07:30:00 PM,02:30:00 AM
Shirdi,Bharuch,Gujarat Travels-,354,0:10:0,A/c,06:00:00 PM,04:00:00 AM
Shirdi,Belgaum,VRL,527,0:11:30,Sleeper / Seater(40/AB/N),05:00:00 PM,04:30:00 AM
Shirdi,Belgaum,Konduskar Travels Pvt. Ltd.-,527,0:11:25,Volvo  A/c,01:00:00 PM,12:25:00 AM
Shirdi,Belgaum,Konduskarsr Travels,527,0:10:0,"2+2, Mercedes Benz Multi Axle/Semi-Sleeper, AC, Video",01:00:00 PM,11:00:00 PM
Shirdi,Valsad,shreenath travellers,230,0:6:30,Non A/c,11:00:00 PM,05:30:00 AM
Shirdi,Valsad,shreenath travellers,230,0:6:30,Non A/c,12:00:00 PM,06:30:00 PM
Shirdi,Valsad,shreenath travellers,230,0:6:30,Non A/c,08:35:00 PM,03:05:00 AM
Shirdi,Valsad,shreenath travellers,230,0:6:30,Non A/c,10:15:00 PM,04:45:00 AM
Shirdi,Valsad,shreenath travellers,230,0:7:30,Non A/c,01:00:00 PM,08:30:00 PM
Shirdi,Valsad,shreenath travellers,230,0:7:30,Non A/c,02:00:00 PM,09:30:00 PM
Shirdi,Valsad,shreenath travellers,230,0:7:30,Non A/c,11:30:00 AM,07:00:00 PM
Shirdi,Valsad,shreenath travellers,230,0:7:30,Non A/c,10:30:00 PM,06:00:00 AM
Shirdi,Valsad,shreenath travellers,230,0:6:30,Non A/c,11:00:00 AM,05:30:00 PM
Shirdi,Valsad,shreenath travellers,230,0:7:30,Non A/c,09:00:00 PM,04:30:00 AM
Shirdi,Valsad,shreenath travellers,230,0:6:30,Non A/c,09:05:00 PM,03:35:00 AM
Shirdi,Valsad,shreenath travellers,230,0:7:30,Non A/c,11:30:00 PM,07:00:00 AM
Shirdi,Valsad,King Travels-,230,0:7:0,Non A/c,09:30:00 PM,04:30:00 AM
Shirdi,Valsad,shreenath travellers,230,0:6:30,Non A/c,10:05:00 PM,04:35:00 AM
Shirdi,Valsad,shreenath travellers,230,0:6:30,Non A/c,10:30:00 AM,05:00:00 PM
Shirdi,Valsad,King Travels-,230,0:7:0,A/c,01:00:00 PM,08:00:00 PM
Shirdi,Valsad,shreenath travellers,230,0:7:30,Non A/c,09:30:00 PM,05:00:00 AM
Shirdi,Valsad,shreenath travellers,230,0:6:30,Non A/c,08:30:00 PM,03:00:00 AM
Shirdi,Valsad,shreenath travellers,230,0:6:30,Non A/c,08:00:00 PM,02:30:00 AM
Shirdi,Valsad,shreenath travellers,230,0:7:30,A/c,08:05:00 PM,03:35:00 AM
Shirdi,Valsad,shreenath travellers,230,0:7:30,A/c,09:10:00 PM,04:40:00 AM
Shirdi,Julwania,Hans Travels Indore-,271,0:5:55,Non A/c,11:50:00 PM,05:45:00 AM
Shirdi,Julwania,Hans Travels Indore-NON-STOP,271,0:5:0,Volvo  A/c,01:30:00 AM,06:30:00 AM
Shirdi,Julwania,Hans Travels Indore-,271,0:6:30,A/c,09:35:00 PM,04:05:00 AM
Shirdi,Julwania,Hans Travels Indore-,271,0:5:55,A/c,11:00:00 PM,04:55:00 AM
Shirdi,Julwania,Hans Travels Indore-,271,0:5:55,Non A/c,02:20:00 AM,08:15:00 AM
Shirdi,Julwania,Hans Travels Indore-,271,0:7:40,Non A/c,09:00:00 PM,04:40:00 AM
Shirdi,Julwania,Hans Travels Indore-,271,0:5:55,Volvo  A/c,12:00:00 AM,05:55:00 AM
Shirdi,Akola,saini travels pvt.ltd.-simba passion-2x1,412,0:7:0,A/c,08:00:00 PM,03:00:00 AM
Shirdi,Sinnar,Gujarat Travels-Premium lcd coach,53,0:1:30,A/c,06:30:00 PM,08:00:00 PM
Shirdi,Sinnar,R R Travels-,53,0:0:45,Non A/c,08:30:00 PM,09:15:00 PM
Shirdi,Sinnar,Gujarat Travels-,53,0:1:0,A/c,06:00:00 PM,07:00:00 PM
Shirdi,Kudal,Neeta Tours and Travels,556,0:13:30,B9R Multi-Axle Semi Sleeper Volvo A/C,03:00:00 PM,04:30:00 AM
Shirdi,Kankavali,Neeta Tours and Travels,522,0:13:0,B9R Multi-Axle Semi Sleeper Volvo A/C,03:00:00 PM,04:00:00 AM
Shirdi,Indore,arihant intercity travels pvt ltd,399,0:8:0,A/c,12:15:00 AM,08:15:00 AM
Shirdi,Indore,Citizen Travels Pune-citizen,399,0:10:0,Non A/c,10:15:00 PM,08:15:00 AM
Shirdi,Indore,Hans Travels Indore-,399,0:9:0,A/c,11:00:00 PM,08:00:00 AM
Shirdi,Indore,Hans Travels Indore-NON-STOP,399,0:7:45,Volvo  A/c,01:30:00 AM,09:15:00 AM
Shirdi,Indore,arihant intercity travels pvt ltd,399,0:8:0,A/c,11:45:00 PM,07:45:00 AM
Shirdi,Indore,Hans Travels Indore-,399,0:9:0,Non A/c,11:50:00 PM,08:50:00 AM
Shirdi,Indore,Nirmal travels,399,0:9:0,Non A/c,08:45:00 PM,05:45:00 AM
Shirdi,Indore,raj tour and travel-sai chatra 2x1 lcd,399,0:9:30,A/c,11:30:00 PM,09:00:00 AM
Shirdi,Indore,Hans Travels Indore-,399,0:9:0,Volvo  A/c,12:00:00 AM,09:00:00 AM
Shirdi,Indore,Nirmal Travels Agency,399,0:9:0,Non A/c,01:15:00 AM,10:15:00 AM
Shirdi,Indore,Neeta Tours and Travels,399,0:10:5,A/C Sleeper 2X1 A/C,11:40:00 PM,09:45:00 AM
Shirdi,Indore,Raj ratan travels,399,0:10:0,A/c,11:55:00 PM,09:55:00 AM
Shirdi,Indore,Neeta Tours and Travels,399,0:9:30,Non A/C Sleeper 2X1,11:30:00 PM,09:00:00 AM
Shirdi,Indore,Hans Travels Indore-,399,0:9:0,Non A/c,02:20:00 AM,11:20:00 AM
Shirdi,Indore,Hans Travels Indore-,399,0:11:0,Non A/c,09:00:00 PM,08:00:00 AM
Shirdi,Indore,Raj ratan travels,399,0:10:0,Volvo  A/c,11:25:00 PM,09:25:00 AM
Shirdi,Indore,Neeta Tours and Travels,399,0:7:30,Brand New Volvo Multi-Axle A/C,01:15:00 AM,08:45:00 AM
Shirdi,Indore,Citizen Travels Pune-citizen,399,0:9:0,A/c,11:15:00 PM,08:15:00 AM
Shirdi,Indore,Citizen Travels Pune,399,0:10:0,Non A/c,12:00:00 AM,10:00:00 AM
Shirdi,Indore,Hans Travels Indore-,399,0:9:35,A/c,09:35:00 PM,07:10:00 AM
Shirdi,Kolhapur,Neeta Tours and Travels,417,0:11:0,B9R Multi-Axle Semi Sleeper Volvo A/C,03:00:00 PM,02:00:00 AM
Shirdi,Kolhapur,Konduskar Travels Pvt. Ltd.-,417,0:9:30,Volvo  A/c,01:00:00 PM,10:30:00 PM
Shirdi,Kolhapur,Paulo,417,0:8:55,AC SLEEPER,03:01:00 PM,11:56:00 PM
Shirdi,Ankleshwar,shreenath travellers,343,0:10:30,Non A/c,11:30:00 AM,10:00:00 PM
Shirdi,Ankleshwar,Gujarat Travels-,343,0:10:30,A/c,06:00:00 PM,04:30:00 AM
Shirdi,Ankleshwar,shrinath travel agency-brand new lcd coach,343,0:6:30,A/c,06:00:00 PM,12:30:00 AM
Shirdi,Ankleshwar,shrinath travel agency-brand new lcd coach,343,0:9:0,A/c,07:30:00 PM,04:30:00 AM
Shirdi,Ankleshwar,Speedlink Travel Services,343,0:7:30,Ordinary A/C,06:00:00 PM,01:30:00 AM
Shirdi,Hyderabad,Sree Kaleswari Travels,587,0:10:0,Volvo Semi Sleeper,08:00:00 PM,06:00:00 AM
Shirdi,Hyderabad,VRL,587,0:14:41,Multi-Axle VOLVO A/c Semi Sleeper,06:30:00 PM,06:30:00 PM
Shirdi,Hyderabad,SVR Tours &  Travels,587,0:12:0,Volvo Sleeper A/C,06:00:00 PM,06:00:00 AM
Shirdi,Hyderabad,Omer Travels,587,0:13:0,Hi-Tech Non A/c,06:30:00 PM,07:30:00 AM
Shirdi,Hyderabad,SVR Tours &  Travels,587,0:13:0,Hi-Tech Non A/c,05:00:00 PM,06:00:00 AM
Shirdi,Hyderabad,SVR Tours &  Travels,587,0:11:0,Volvo B9R Multi-Axle Semi Sleeper,09:00:00 PM,08:00:00 AM
Shirdi,Hyderabad,Sree Kaleswari Travels,587,0:14:0,A/C Sleeper,06:00:00 PM,08:00:00 AM
Shirdi,Hyderabad,SVR Tours &  Travels,587,0:11:0,A/c Volvo Semi Sleeper Seating,08:00:00 PM,07:00:00 AM
Shirdi,Ahmednagar,Neeta Tours and Travels,87,0:2:0,B9R Multi-Axle Semi Sleeper Volvo A/C,01:00:00 PM,03:00:00 PM
Shirdi,Ahmednagar,shri sairam travels,87,0:2:0,Non A/c,04:00:00 PM,06:00:00 PM
Shirdi,Ahmednagar,Sai Shaan Travels Pune,87,0:2:0,Non A/c,10:30:00 AM,12:30:00 PM
Shirdi,Ahmednagar,Neeta Tours and Travels,87,0:2:0,Mercedes Benz Multi Axle Semi Sleeper A/C,05:00:00 PM,07:00:00 PM
Shirdi,Davangere,VRL,764,0:15:0,Multi-Axle VOLVO A/c Semi Sleeper,03:00:00 PM,06:00:00 AM
Shirdi,Davangere,Konduskarsr Travels,764,0:15:0,"2+2, Mercedes Benz Multi Axle/Semi-Sleeper, AC, Video",01:00:00 PM,04:00:00 AM
Shirdi,Davangere,VRL,764,0:15:0,Sleeper / Seater(40/AB/N),05:00:00 PM,08:00:00 AM
Shirdi,Pithampur,Hans Travels Indore-NON-STOP,382,0:6:50,Volvo  A/c,01:30:00 AM,08:20:00 AM
Shirdi,Nadiad,shrinath travel agency-brand new lcd coach,495,0:10:30,A/c,06:00:00 PM,04:30:00 AM
Shirdi,Nadiad,Speedlink Travel Services,495,0:11:0,Ordinary A/C,06:00:00 PM,05:00:00 AM
Shirdi,Nadiad,shrinath travel agency-brand new lcd coach,495,0:11:30,A/c,07:30:00 PM,07:00:00 AM
Shirdi,Sawantwadi,Neeta Tours and Travels,565,0:14:0,B9R Multi-Axle Semi Sleeper Volvo A/C,03:00:00 PM,05:00:00 AM
Shirdi,Pune,Neeta Tours and Travels,185,0:6:0,Mercedes Benz Multi Axle Semi Sleeper A/C,05:00:00 PM,11:00:00 PM
Shirdi,Pune,Neeta Tours and Travels,185,0:6:0,B9R Multi-Axle Semi Sleeper Volvo A/C,03:00:00 PM,09:00:00 PM
Shirdi,Pune,K.P Travels_Pune,185,0:5:0,Non A/c,02:00:00 PM,07:00:00 PM
Shirdi,Pune,Neeta Tours and Travels,185,0:3:30,Luxury,06:30:00 AM,10:00:00 AM
Shirdi,Pune,shri sairam travels,185,0:4:30,Non A/c,04:00:00 PM,08:30:00 PM
Shirdi,Pune,Neeta Tours and Travels,185,0:6:30,B9R Multi-Axle Semi Sleeper Volvo A/C,01:00:00 PM,07:30:00 PM
Shirdi,Pune,Konduskar Travels Pvt. Ltd.-,185,0:5:0,Volvo  A/c,01:00:00 PM,06:00:00 PM
Shirdi,Pune,Ambika Travels (Prasanna Purple),185,0:5:0,2x2 Non Ac Pushback Seater,10:30:00 AM,03:30:00 PM
Shirdi,Pune,Paulo,185,0:5:0,AC SLEEPER,03:01:00 PM,08:01:00 PM
Shirdi,Pune,K.P Travels_Pune,185,0:4:38,Non A/c,09:00:00 AM,01:38:00 PM
Shirdi,Pune,Sai Siddhi Travels,185,0:5:0,A/c,04:30:00 PM,09:30:00 PM
Shirdi,Mumbai,Dolphin Travel House,247,0:6:30,Luxury,09:30:00 AM,04:00:00 PM
Shirdi,Mumbai,Dolphin Travel House,247,0:6:30,Luxury,08:30:00 AM,03:00:00 PM
Shirdi,Mumbai,Neeta Tours and Travels,247,0:7:30,Mercedes Benz Multi Axle Semi Sleeper A/C,09:00:00 AM,04:30:00 PM
Shirdi,Mumbai,Neeta Tours and Travels,247,0:7:30,Luxury,09:00:00 PM,04:30:00 AM
Shirdi,Mumbai,Dolphin Travel House,247,0:6:30,Luxury,03:00:00 PM,09:30:00 PM
Shirdi,Mumbai,Neeta Tours and Travels,247,0:7:30,Luxury,12:30:00 PM,08:00:00 PM
Shirdi,Mumbai,Dolphin Travel House,247,0:6:30,Luxury,02:00:00 PM,08:30:00 PM
Shirdi,Mumbai,Dolphin Travel House,247,0:7:30,Luxury,03:30:00 PM,11:00:00 PM
Shirdi,Mumbai,Dolphin Travel House,247,0:6:30,Luxury A/C,04:00:00 PM,10:30:00 PM
Shirdi,Mumbai,Neeta Tours and Travels,247,0:7:30,Mercedes Benz Multi Axle Semi Sleeper A/C,10:30:00 PM,06:00:00 AM
Shirdi,Mumbai,Neeta Tours and Travels,247,0:7:30,Luxury,04:30:00 PM,12:00:00 AM
Shirdi,Mumbai,Om Sai Raj Travels,247,0:8:0,Non A/c,02:00:00 PM,10:00:00 PM
Shirdi,Mumbai,Neeta Tours and Travels,247,0:7:30,Luxury,10:15:00 PM,05:45:00 AM
Shirdi,Mumbai,Dolphin Travel House,247,0:6:30,Luxury,08:00:00 PM,02:30:00 AM
Shirdi,Mumbai,Neeta Tours and Travels,247,0:7:30,Mercedes Benz Multi Axle Semi Sleeper A/C,01:00:00 PM,08:30:00 PM
Shirdi,Mumbai,om sai raj travels,247,0:8:0,Non A/c,02:00:00 PM,10:00:00 PM
Shirdi,Mumbai,Neeta Tours and Travels,247,0:7:30,Mercedes Benz Multi Axle Semi Sleeper A/C,04:00:00 PM,11:30:00 PM
Shirdi,Mumbai,Dolphin Travel House,247,0:6:30,Luxury,10:00:00 PM,04:30:00 AM
Shirdi,Mumbai,Dolphin Travel House,247,0:6:30,Luxury,12:30:00 PM,07:00:00 PM
Shirdi,Mumbai,Neeta Tours and Travels,247,0:7:30,Mercedes Benz Multi Axle Semi Sleeper A/C,03:00:00 PM,10:30:00 PM
Shirdi,Mumbai,Neeta Tours and Travels,247,0:7:30,Mercedes Benz Multi Axle Semi Sleeper A/C,02:00:00 PM,09:30:00 PM
Shirdi,Mumbai,Neeta Tours and Travels,247,0:7:30,Mercedes Benz Multi Axle Semi Sleeper A/C,05:00:00 PM,12:30:00 AM
Shirdi,Mumbai,Neeta Tours and Travels,247,0:7:30,Mercedes Benz Multi Axle Semi Sleeper A/C,08:00:00 PM,03:30:00 AM
Shirdi,Mumbai,Neeta Tours and Travels,247,0:8:30,Mercedes Benz Multi Axle Semi Sleeper A/C,11:00:00 AM,07:30:00 PM
Shirdi,Mumbai,Neeta Tours and Travels,247,0:7:30,Mercedes Benz Multi Axle Semi Sleeper A/C,12:00:00 PM,07:30:00 PM
Shirdi,Mumbai,Dolphin Travel House,247,0:8:0,Luxury,09:00:00 PM,05:00:00 AM
Shirdi,Shamlaji,shreenath travellers,706,0:16:0,Non A/c,11:30:00 AM,03:30:00 AM
Shirdi,GoaPanjim,Neeta Tours and Travels,628,0:15:0,B9R Multi-Axle Semi Sleeper Volvo A/C,03:00:00 PM,06:00:00 AM
Shirdi,Loni,Dolphin Travel House,27,0:0:45,Luxury,09:00:00 PM,09:45:00 PM
Shirdi,Sangamner,Dolphin Travel House,43,0:1:15,Luxury,09:00:00 PM,10:15:00 PM
Jaipur,Nimbaheda,Kalpana Travels Pvt.Ltd.,338,0:7:0,Non A/c,09:00:00 PM,04:00:00 AM
Jaipur,Nimbaheda,Kalpana Travels Pvt.Ltd.,338,0:8:0,Non A/c,07:00:00 PM,03:00:00 AM
Jaipur,Nimbaheda,Kalpana Travels Pvt.Ltd.,338,0:8:0,Non A/c,11:15:00 PM,07:15:00 AM
Jaipur,Nimbaheda,Kalpana Travels Pvt.Ltd.,338,0:8:0,Non A/c,08:00:00 PM,04:00:00 AM
Jaipur,Haridwar,shrinath travel agency,464,0:11:0,Non A/c,10:30:00 PM,09:30:00 AM
Jaipur,Haridwar,Kalpana Travels Pvt.Ltd.,464,0:9:0,Non A/c,10:00:00 PM,07:00:00 AM
Jaipur,HimmatNagar,shrinath travel agency,593,0:10:0,Volvo  A/c,08:45:00 PM,06:45:00 AM
Jaipur,HimmatNagar,shrinath travel agency-brandnew volvo coac,593,0:10:0,Volvo  A/c,11:30:00 PM,09:30:00 AM
Jaipur,HimmatNagar,Shree Mahaveer Travels,593,0:14:50,A/c,05:30:00 PM,08:20:00 AM
Jaipur,HimmatNagar,shrinath travel agency-brand new lcd coach,593,0:11:30,A/c,05:00:00 PM,04:30:00 AM
Jaipur,HimmatNagar,Gujarat Travels-,593,0:12:0,A/c,05:00:00 PM,05:00:00 AM
Jaipur,HimmatNagar,shrinath travel agency,593,0:13:0,Non A/c,03:00:00 PM,04:00:00 AM
Jaipur,HimmatNagar,Kalpana Travels Pvt.Ltd.,593,0:13:0,Non A/c,08:00:00 PM,09:00:00 AM
Jaipur,HimmatNagar,shrinath travel agency,593,0:10:0,Volvo  A/c,11:30:00 PM,09:30:00 AM
Jaipur,HimmatNagar,Kalpana Travels Pvt.Ltd.,593,0:12:30,Non A/c,10:30:00 PM,11:00:00 AM
Jaipur,HimmatNagar,Kalpana Travels Pvt.Ltd.,593,0:12:30,Non A/c,06:00:00 PM,06:30:00 AM
Jaipur,HimmatNagar,shrinath travel agency-brandnew volvo coac,593,0:10:0,Volvo  A/c,08:45:00 PM,06:45:00 AM
Jaipur,HimmatNagar,shrinath travel agency,593,0:12:0,Non A/c,07:00:00 PM,07:00:00 AM
Jaipur,HimmatNagar,shrinath travel agency,593,0:14:0,Non A/c,01:00:00 PM,03:00:00 AM
Jaipur,HimmatNagar,Kalpana Travels Pvt.Ltd.,593,0:11:0,Non A/c,03:00:00 PM,02:00:00 AM
Jaipur,HimmatNagar,Gujarat Travels-,593,0:12:0,A/c,08:00:00 PM,08:00:00 AM
Jaipur,Bundi,Hans Travels Indore-,209,0:5:55,Non A/c,06:00:00 PM,11:55:00 PM
Jaipur,Bundi,Dashmesh Tour & Travels,209,0:5:14,Non A/c,07:00:00 PM,12:14:00 AM
Jaipur,Bundi,Hans Travels Indore-,209,0:5:30,Non A/c,07:30:00 PM,01:00:00 AM
Jaipur,Bundi,Kalpana Travels Pvt.Ltd.,209,0:5:15,Non A/c,11:30:00 PM,04:45:00 AM
Jaipur,Bundi,Kalpana Travels Pvt.Ltd.,209,0:5:30,Non A/c,06:00:00 PM,11:30:00 PM
Jaipur,Bundi,Kalpana Travels Pvt.Ltd.,209,0:5:30,Non A/c,07:00:00 PM,12:30:00 AM
Jaipur,Jhansi,Kalpana Travels Pvt.Ltd.,423,0:12:0,Non A/c,09:00:00 PM,09:00:00 AM
Jaipur,Jhansi,Kalpana Travels Pvt.Ltd.,423,0:12:0,Non A/c,08:00:00 PM,08:00:00 AM
Jaipur,Kanpur,UPSRTC,514,0:11:45,VOLVO,05:00:00 PM,04:45:00 AM
Jaipur,Kanpur,Kalpana Travels Pvt.Ltd.,514,0:12:15,Non A/c,09:00:00 PM,09:15:00 AM
Jaipur,Kanpur,Kalpana Travels Pvt.Ltd.,514,0:12:0,Non A/c,07:00:00 PM,07:00:00 AM
Jaipur,Kanpur,Kalpana Travels Pvt.Ltd.,514,0:12:0,Non A/c,08:00:00 PM,08:00:00 AM
Jaipur,Nasirabad,Kalpana Travels Pvt.Ltd.,134,0:4:0,Non A/c,10:30:00 PM,02:30:00 AM
Jaipur,Nasirabad,Gujarat Travels-,134,0:4:0,A/c,05:00:00 PM,09:00:00 PM
Jaipur,Nasirabad,Kalpana Travels Pvt.Ltd.,134,0:2:45,Non A/c,03:00:00 PM,05:45:00 PM
Jaipur,Nasirabad,Gujarat Travels-,134,0:4:0,A/c,08:00:00 PM,12:00:00 AM
Jaipur,Nasirabad,Kalpana Travels Pvt.Ltd.,134,0:4:0,Non A/c,06:00:00 PM,10:00:00 PM
Jaipur,Nasirabad,Shree Mahaveer Travels,134,0:2:0,Non A/c,03:30:00 PM,05:30:00 PM
Jaipur,Anand,Kalpana Travels Pvt.Ltd.,700,0:15:0,Non A/c,06:00:00 PM,09:00:00 AM
Jaipur,Anand,shrinath travel agency,700,0:15:30,Non A/c,03:00:00 PM,06:30:00 AM
Jaipur,Anand,Kalpana Travels Pvt.Ltd.,700,0:13:0,Non A/c,03:00:00 PM,04:00:00 AM
Jaipur,Tonk,Kalpana Travels Pvt.Ltd.,97,0:2:45,Non A/c,11:30:00 PM,02:15:00 AM
Jaipur,Tonk,Dashmesh Tour & Travels,97,0:2:26,Non A/c,07:00:00 PM,09:26:00 PM
Jaipur,Tonk,Kalpana Travels Pvt.Ltd.,97,0:3:0,Non A/c,07:00:00 PM,10:00:00 PM
Jaipur,Tonk,Kalpana Travels Pvt.Ltd.,97,0:3:0,Non A/c,06:00:00 PM,09:00:00 PM
Jaipur,Tonk,Hans Travels Indore-,97,0:3:0,Non A/c,07:30:00 PM,10:30:00 PM
Jaipur,Tonk,Hans Travels Indore-,97,0:2:55,Non A/c,06:00:00 PM,08:55:00 PM
Jaipur,Kapasan,shrinath travel agency,336,0:6:30,Non A/c,11:00:00 PM,05:30:00 AM
Jaipur,Newai,Kalpana Travels Pvt.Ltd.,70,0:1:30,Non A/c,06:00:00 PM,07:30:00 PM
Jaipur,Newai,Kalpana Travels Pvt.Ltd.,70,0:1:30,Non A/c,07:00:00 PM,08:30:00 PM
Jaipur,Newai,Kalpana Travels Pvt.Ltd.,70,0:2:15,Non A/c,11:30:00 PM,01:45:00 AM
Jaipur,Bikaner,Kalpana Travels Pvt.Ltd.,330,0:6:45,Non A/c,11:15:00 PM,06:00:00 AM
Jaipur,Mahesana,Kalpana Travels Pvt.Ltd.,603,0:13:30,Non A/c,07:00:00 PM,08:30:00 AM
Jaipur,Mahesana,Kalpana Travels Pvt.Ltd.,603,0:14:0,Non A/c,08:30:00 PM,10:30:00 AM
Jaipur,Mahesana,Kalpana Travels Pvt.Ltd.,603,0:14:0,Non A/c,06:00:00 PM,08:00:00 AM
